Year,Industry sector,Industry higher sub-category,Industry middle sub-category,Industry lower sub-category,Observation status,Unit multiplier,Unit measure,Value
1998,Human health and social activities,Residential care and social work activities,Social work activities without accommodation,,Undefined,Units,Percentage (%),1.4390327978975404
1998,"Arts, entertainment and recreation",,,,Undefined,Units,Percentage (%),1.5504755282665315
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",,,Undefined,Units,Percentage (%),0.9190894841667354
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Creative, arts and entertainment activities",,Undefined,Units,Percentage (%),0.41549797885755363
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Libraries, archives, museums and other cultural activities",,Undefined,Units,Percentage (%),0.15195396744958928
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Gambling and betting activities,,Undefined,Units,Percentage (%),0.3444928287744688
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Sports activities and amusement and recreation activities,,Undefined,Units,Percentage (%),0.6293973106431122
1998,Other service activities,,,,Undefined,Units,Percentage (%),2.340444651338197
1998,Other service activities,Activities of membership organisations,,,Undefined,Units,Percentage (%),0.6460437462435035
1998,Other service activities,Repair of computers and personal and household goods,,,Undefined,Units,Percentage (%),0.21389933178555856
1998,Other service activities,Other personal service activities,,,Undefined,Units,Percentage (%),1.471662757946095
1998,Activities of households as employers,,,,Undefined,Units,Percentage (%),0.22988285623372187
1999,"Agriculture, forestry and fishing",,,,Undefined,Units,Percentage (%),0.7228795224596753
1999,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",,,Undefined,Units,Percentage (%),0.6444081084747699
1999,"Agriculture, forestry and fishing",Forestry and logging,,,Undefined,Units,Percentage (%),0.07840001142440968
1999,"Agriculture, forestry and fishing",Fishing and aquaculture,,,Undefined,Units,Percentage (%),0.030631698452706514
1999,Mining and quarrying,,,,Undefined,Units,Percentage (%),5.716060577932325
1999,Mining and quarrying,Mining of coal and lignite,,,Undefined,Units,Percentage (%),0.39771226196171394
1999,Mining and quarrying,Extraction of crude petroleum and natural gas,,,Undefined,Units,Percentage (%),6.089924384688435
1999,Mining and quarrying,Mining of metal ores,,,Undefined,Units,Percentage (%),0.0
1999,Mining and quarrying,Other mining and quarrying,,,Undefined,Units,Percentage (%),0.11931367858851419
1999,Mining and quarrying,Mining support service activities,,,Undefined,Units,Percentage (%),0.06604736845863293
1999,Manufacturing,,,,Undefined,Units,Percentage (%),10.408065633233608
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",,,Undefined,Units,Percentage (%),1.8340461688956164
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,Undefined,Units,Percentage (%),1.4175550335235023
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,Undefined,Units,Percentage (%),0.2718295478075844
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Undefined,Units,Percentage (%),0.13452242397412373
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Vegetable and animal oils and fats,Undefined,Units,Percentage (%),0.05647942535219313
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Dairy products,Undefined,Units,Percentage (%),0.47911118092694804
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Grain mill products, starches and starch products",Undefined,Units,Percentage (%),0.12238398868983442
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Bakery and farinaceous products,Undefined,Units,Percentage (%),0.20071259755374826
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Other food products,Undefined,Units,Percentage (%),0.47953959628992293
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Prepared animal feeds,Undefined,Units,Percentage (%),0.11681458897116051
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Undefined,Units,Percentage (%),0.23384338562380846
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Alcoholic beverages,Undefined,Units,Percentage (%),0.1861464752126011
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Soft drinks; production of mineral waters and other bottled waters,Undefined,Units,Percentage (%),0.0482681308951739
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Tobacco products,,Undefined,Units,Percentage (%),0.09196649791861536
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Undefined,Units,Percentage (%),0.18429000863970982
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Textiles,,Undefined,Units,Percentage (%),0.08047068567878844
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Wearing apparel,,Undefined,Units,Percentage (%),0.07318762450821487
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Leather and related products,,Undefined,Units,Percentage (%),0.03598689048989297
1999,Manufacturing,"Manufacture of wood and paper products, and printing",,,Undefined,Units,Percentage (%),0.5987104697574455
1999,Manufacturing,"Manufacture of wood and paper products, and printing","Wood and products of wood and cork, except furniture; articles of straw and plaiting materials",,Undefined,Units,Percentage (%),0.17522188345674075
1999,Manufacturing,"Manufacture of wood and paper products, and printing",Paper and paper products,,Undefined,Units,Percentage (%),0.16258363024898073
1999,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Undefined,Units,Percentage (%),0.2793268166596454
1999,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Undefined,Units,Percentage (%),0.34937272850604423
1999,Manufacturing,Manufacture of chemicals and chemical products,,,Undefined,Units,Percentage (%),0.5260940657331972
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals)",Undefined,Units,Percentage (%),0.1793632319654983
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Petrochemicals,Undefined,Units,Percentage (%),0.11924227602801837
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Dyestuffs, agro-chemicals",Undefined,Units,Percentage (%),0.2703300940371722
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Paints, varnishes and similar coatings, printing ink and mastics",Undefined,Units,Percentage (%),0.09475119777795232
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Undefined,Units,Percentage (%),0.05340911525087289
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Other chemical products,Undefined,Units,Percentage (%),0.13709291615197322
1999,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,Undefined,Units,Percentage (%),0.8733961199848628
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,Undefined,Units,Percentage (%),0.9129531384995466
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Rubber and plastic products,,Undefined,Units,Percentage (%),0.5168831354292365
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,Undefined,Units,Percentage (%),0.3987833003691512
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Glass, refractory, clay, porcelain, ceramic, stone products",Undefined,Units,Percentage (%),0.18436141120020563
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Cement, lime, plaster and articles of concrete, cement and plaster",Undefined,Units,Percentage (%),0.21570713525787036
1999,Manufacturing,Manufacture of basic metals and metal products,,,Undefined,Units,Percentage (%),1.7245860436555256
1999,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,,Undefined,Units,Percentage (%),0.6885348908611864
1999,Manufacturing,Manufacture of basic metals and metal products,,Basic iron and steel,Undefined,Units,Percentage (%),0.30567436148260274
1999,Manufacturing,Manufacture of basic metals and metal products,,Other basic metals and casting,Undefined,Units,Percentage (%),0.8933174343631963
1999,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,Undefined,Units,Percentage (%),1.1325160120241913
1999,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Fabricated metal products, excluding weapons and ammunition",Undefined,Units,Percentage (%),1.0812489735881927
1999,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Weapons and ammunition,Undefined,Units,Percentage (%),0.05790747656210951
1999,Manufacturing,"Manufacturing of computer, electronic and optical products",,,Undefined,Units,Percentage (%),0.36858001727941964
1999,Manufacturing,Manufacture of electrical equipment,,,Undefined,Units,Percentage (%),0.302032830897316
1999,Manufacturing,Manufacture of machinery and equipment not elsewhere classified,,,Undefined,Units,Percentage (%),0.8831782707727899
1999,Manufacturing,Manufacture of transport equipment,,,Undefined,Units,Percentage (%),1.345295642301733
1999,Manufacturing,Manufacture of transport equipment,"Motor vehicles, trailers and semi-trailers",,Undefined,Units,Percentage (%),0.561723943420611
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,,Undefined,Units,Percentage (%),0.7860707884984756
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,Undefined,Units,Percentage (%),0.0891103954987826
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Air and spacecraft and related machinery,Undefined,Units,Percentage (%),0.7601516590384931
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Other transport equipment,Undefined,Units,Percentage (%),0.015851368430071903
1999,Manufacturing,Other manufacturing and repair,,,Undefined,Units,Percentage (%),1.110095608028504
1999,Manufacturing,Furniture and other manufacturing,,,Undefined,Units,Percentage (%),0.517882771276178
1999,Manufacturing,Furniture and other manufacturing,Furniture,,Undefined,Units,Percentage (%),0.27532827327187953
1999,Manufacturing,Furniture and other manufacturing,Other manufacturing,,Undefined,Units,Percentage (%),0.24598182090809778
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,,Undefined,Units,Percentage (%),0.6227731326445367
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,Undefined,Units,Percentage (%),0.06640438126111202
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,Undefined,Units,Percentage (%),0.2243468450778645
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Rest of repair; installation,Undefined,Units,Percentage (%),0.3463738209652198
1999,"Electricity, gas, steam and air conditioning supply",,,,Undefined,Units,Percentage (%),2.1594990396355613
1999,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",,Undefined,Units,Percentage (%),2.3099442346002528
1999,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,,Undefined,Units,Percentage (%),1.148010367651784
1999,"Water supply; sewerage, waste management and remediation activities",,,,Undefined,Units,Percentage (%),1.939079335384967
1999,"Water supply; sewerage, waste management and remediation activities","Water collection, treatment and supply",,,Undefined,Units,Percentage (%),0.7135971895952189
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),1.2279812354071016
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Sewerage,,Undefined,Units,Percentage (%),0.5302354142419548
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services","Waste collection, treatment and disposal activities; materials recovery",,Undefined,Units,Percentage (%),0.7446573034109003
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),0.016422588914038458
1999,Construction,,,,Undefined,Units,Percentage (%),9.158877837359247
1999,Construction,Construction of buildings,,,Undefined,Units,Percentage (%),3.550206710412635
1999,Construction,Civil engineering,,,Undefined,Units,Percentage (%),1.5473648885049018
1999,Construction,Specialised construction activities,,,Undefined,Units,Percentage (%),4.101505880000857
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,Undefined,Units,Percentage (%),12.197342396698344
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,,,Undefined,Units,Percentage (%),1.8546101063184126
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),4.105575825949118
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),6.25772040185361
1999,Transportation and storage,,,,Undefined,Units,Percentage (%),5.15662151644758
1999,Transportation and storage,Land transport and transport via pipelines,,,Undefined,Units,Percentage (%),2.234257520474684
1999,Transportation and storage,Land transport and transport via pipelines,Rail transport,,Undefined,Units,Percentage (%),0.19821350793639458
1999,Transportation and storage,Land transport and transport via pipelines,"Land transport services and transport services via pipelines, excluding rail transport",,Undefined,Units,Percentage (%),2.105018885977251
1999,Transportation and storage,Water transport,,,Undefined,Units,Percentage (%),0.39342810833196473
1999,Transportation and storage,Air transport,,,Undefined,Units,Percentage (%),0.1329515676432157
1999,Transportation and storage,Warehousing and support activities for transportation,,,Undefined,Units,Percentage (%),1.8421860607921399
1999,Transportation and storage,Postal and courier activities,,,Undefined,Units,Percentage (%),0.9530099749377012
1999,Accommodation and food services,,,,Undefined,Units,Percentage (%),3.2783057600445553
1999,Accommodation and food services,Accommodation,,,Undefined,Units,Percentage (%),0.7302339861907448
1999,Accommodation and food services,Food and beverage service activities,,,Undefined,Units,Percentage (%),2.573062670027347
1999,Information and communication,,,,Undefined,Units,Percentage (%),1.2430471756717196
1999,Information and communication,Publishing audio visual broadcsting,,,Undefined,Units,Percentage (%),1.3215899922171208
1999,Information and communication,Publishing audio visual broadcsting,Publishing activities,,Undefined,Units,Percentage (%),0.5587964384402825
1999,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",,,Undefined,Units,Percentage (%),0.787141826905913
1999,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities","Motion picture, video and tv programme production, sound recording and music publishing activities",,Undefined,Units,Percentage (%),0.3835745549835417
1999,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",Programming and broadcasting activities,,Undefined,Units,Percentage (%),0.41713375841657685
1999,Information and communication,Telecommunications,,,Undefined,Units,Percentage (%),0.028132608835352835
1999,Information and communication,IT and other information service,,,Undefined,Units,Percentage (%),1.7635718416862427
1999,Information and communication,IT and other information service,"Computer programming, consultancy and related activities",,Undefined,Units,Percentage (%),1.2921721372928434
1999,Information and communication,IT and other information service,Information service activities,,Undefined,Units,Percentage (%),0.5100284896216378
1999,Financial and insurance,,,,Undefined,Units,Percentage (%),8.598153529785577
1999,Financial and insurance,"Financial service activities, except insurance and pension funding",,,Undefined,Units,Percentage (%),4.758552241683387
1999,Financial and insurance,"Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",,Undefined,Units,Percentage (%),3.9261411914231243
1999,Financial and insurance,"Financial service activities, except insurance and pension funding","Insurance and reinsurance, except compulsory social security",,Undefined,Units,Percentage (%),3.925998386302133
1999,Financial and insurance,Pension funding,,,Undefined,Units,Percentage (%),0.0
1999,Financial and insurance,Activities auxiliary to financial services and insurance activities,,,Undefined,Units,Percentage (%),1.1909233065097713
1999,Real estate,,,,Undefined,Units,Percentage (%),12.436969389722316
1999,Real estate,Real estate activities,"Buying and selling, renting and operating of own or leased real estate, excluding imputed rental",,Undefined,Units,Percentage (%),2.3634961549721174
1999,Real estate,Real estate activities,Imputed rental,,Undefined,Units,Percentage (%),9.936166110916737
1999,Real estate,Real estate activities,Real estate activities on a fee or contract basis,,Undefined,Units,Percentage (%),0.16286924049096402
1999,"Professional, scientific and technical activities",,,,Undefined,Units,Percentage (%),6.711269466123055
1999,"Professional, scientific and technical activities",Legal accounting management architecture engineering tech testing,,,Undefined,Units,Percentage (%),4.328066204454092
1999,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,,,Undefined,Units,Percentage (%),3.027397162462246
1999,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,,Undefined,Units,Percentage (%),2.1016629656339476
1999,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,Legal activities,Undefined,Units,Percentage (%),1.1642901514448307
1999,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Undefined,Units,Percentage (%),0.9370158013866376
1999,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Activities of head offices; management consultancy activities,,Undefined,Units,Percentage (%),0.9183797330972289
1999,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,,Undefined,Units,Percentage (%),1.3105939979007648
1999,"Professional, scientific and technical activities",Scientific research and development,,,Undefined,Units,Percentage (%),1.2214121998414862
1999,"Professional, scientific and technical activities","Other Professional, scientific and technical activities",,,Undefined,Units,Percentage (%),1.3610756081713091
1999,"Professional, scientific and technical activities","Other Professional, scientific and technical activities",Advertising and market research,,Undefined,Units,Percentage (%),0.7567957386951896
1999,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities",,,Undefined,Units,Percentage (%),0.6087068282268602
1999,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities","Other professional, scientific and technical activities",,Undefined,Units,Percentage (%),0.462902799694397
1999,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities",Veterinary activities,,Undefined,Units,Percentage (%),0.14309073123362204
1999,Administrative and support activities,,,,Undefined,Units,Percentage (%),4.085583109010289
1999,Administrative and support activities,Rental and leasing activities,,,Undefined,Units,Percentage (%),1.0451192779773082
1999,Administrative and support activities,Employment activities,,,Undefined,Units,Percentage (%),0.9637917615725701
1999,Administrative and support activities,"Travel agency, tour operator and other reservation service and related activities",,,Undefined,Units,Percentage (%),0.987497411657182
1999,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",,,Undefined,Units,Percentage (%),1.4291222483238248
1999,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",Security and investigation activities,,Undefined,Units,Percentage (%),0.18771733154350914
1999,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",Services to buildings and landscape activities,,Undefined,Units,Percentage (%),0.32052609406573324
1999,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities","Office administrative, office support and other business support activities",,Undefined,Units,Percentage (%),0.9350879322532505
1999,Public administration and defence; compulsory social security,,,,Undefined,Units,Percentage (%),5.515490785499568
1999,Education,,,,Undefined,Units,Percentage (%),8.249566229444987
1999,Human health and social activities,,,,Undefined,Units,Percentage (%),7.553105654368767
1999,Human health and social activities,Human health activities,,,Undefined,Units,Percentage (%),4.721994130709527
1999,Human health and social activities,Residential care and social work activities,,,Undefined,Units,Percentage (%),2.9724885934409606
1999,Human health and social activities,Residential care and social work activities,Residential care activities,,Undefined,Units,Percentage (%),1.5320133379983008
1999,Human health and social activities,Residential care and social work activities,Social work activities without accommodation,,Undefined,Units,Percentage (%),1.4383331786277855
1999,"Arts, entertainment and recreation",,,,Undefined,Units,Percentage (%),1.546508057778952
1999,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",,,Undefined,Units,Percentage (%),0.9129531384995466
1999,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Creative, arts and entertainment activities",,Undefined,Units,Percentage (%),0.422988768377234
1999,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Libraries, archives, museums and other cultural activities",,Undefined,Units,Percentage (%),0.15465794603394478
1999,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Gambling and betting activities,,Undefined,Units,Percentage (%),0.328523180841265
1999,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Sports activities and amusement and recreation activities,,Undefined,Units,Percentage (%),0.632126868069489
1999,Other service activities,,,,Undefined,Units,Percentage (%),2.148288837637718
1999,Other service activities,Activities of membership organisations,,,Undefined,Units,Percentage (%),0.5679359661837474
1999,Other service activities,Repair of computers and personal and household goods,,,Undefined,Units,Percentage (%),0.18821714946697987
1999,Other service activities,Other personal service activities,,,Undefined,Units,Percentage (%),1.3863521145868292
1999,Activities of households as employers,,,,Undefined,Units,Percentage (%),0.22941642687306765
2000,"Agriculture, forestry and fishing",,,,Undefined,Units,Percentage (%),0.7605112585827799
2000,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",,,Undefined,Units,Percentage (%),0.6874487408938693
2000,"Agriculture, forestry and fishing",Forestry and logging,,,Undefined,Units,Percentage (%),0.07684992435515958
2000,"Agriculture, forestry and fishing",Fishing and aquaculture,,,Undefined,Units,Percentage (%),0.024239402663992986
2000,Mining and quarrying,,,,Undefined,Units,Percentage (%),5.036424522838407
2000,Mining and quarrying,Mining of coal and lignite,,,Undefined,Units,Percentage (%),0.2684238397279678
2000,Mining and quarrying,Extraction of crude petroleum and natural gas,,,Undefined,Units,Percentage (%),5.295758586567377
2000,Mining and quarrying,Mining of metal ores,,,Undefined,Units,Percentage (%),0.0
2000,Mining and quarrying,Other mining and quarrying,,,Undefined,Units,Percentage (%),0.12161018495628301
2000,Mining and quarrying,Mining support service activities,,,Undefined,Units,Percentage (%),0.06280208872034547
2000,Manufacturing,,,,Undefined,Units,Percentage (%),10.472110570238833
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",,,Undefined,Units,Percentage (%),1.808107942467227
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,Undefined,Units,Percentage (%),1.3998943657849812
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,Undefined,Units,Percentage (%),0.2613310599711744
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Undefined,Units,Percentage (%),0.14109811380261827
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Vegetable and animal oils and fats,Undefined,Units,Percentage (%),0.057086547751278936
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Dairy products,Undefined,Units,Percentage (%),0.42673743837717204
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Grain mill products, starches and starch products",Undefined,Units,Percentage (%),0.1085264164728777
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Bakery and farinaceous products,Undefined,Units,Percentage (%),0.20410678834112275
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Other food products,Undefined,Units,Percentage (%),0.49979995606608263
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Prepared animal feeds,Undefined,Units,Percentage (%),0.08084391683956751
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Undefined,Units,Percentage (%),0.24253175051870257
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Alcoholic beverages,Undefined,Units,Percentage (%),0.2003882436142602
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Soft drinks; production of mineral waters and other bottled waters,Undefined,Units,Percentage (%),0.04579318969191857
2000,Manufacturing,"Manufacture of food products, beverages and tobacco",Tobacco products,,Undefined,Units,Percentage (%),0.07795171538534108
2000,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Undefined,Units,Percentage (%),0.18578951246435532
2000,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Textiles,,Undefined,Units,Percentage (%),0.08387384217256665
2000,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Wearing apparel,,Undefined,Units,Percentage (%),0.07113438338609306
2000,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Leather and related products,,Undefined,Units,Percentage (%),0.03677227563230754
2000,Manufacturing,"Manufacture of wood and paper products, and printing",,,Undefined,Units,Percentage (%),0.5831229027235586
2000,Manufacturing,"Manufacture of wood and paper products, and printing","Wood and products of wood and cork, except furniture; articles of straw and plaiting materials",,Undefined,Units,Percentage (%),0.16705906495126985
2000,Manufacturing,"Manufacture of wood and paper products, and printing",Paper and paper products,,Undefined,Units,Percentage (%),0.14860406519572972
2000,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Undefined,Units,Percentage (%),0.285295014877622
2000,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Undefined,Units,Percentage (%),0.36496827874762167
2000,Manufacturing,Manufacture of chemicals and chemical products,,,Undefined,Units,Percentage (%),0.5249345639420981
2000,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals)",Undefined,Units,Percentage (%),0.21505583670355144
2000,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Petrochemicals,Undefined,Units,Percentage (%),0.11334675222992176
2000,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Dyestuffs, agro-chemicals",Undefined,Units,Percentage (%),0.2279330193687977
2000,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Paints, varnishes and similar coatings, printing ink and mastics",Undefined,Units,Percentage (%),0.09434085695929088
2000,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Undefined,Units,Percentage (%),0.06693380508352609
2000,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Other chemical products,Undefined,Units,Percentage (%),0.11093658435139973
2000,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,Undefined,Units,Percentage (%),0.8746154921459516
2000,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,Undefined,Units,Percentage (%),0.9257799131100048
2000,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Rubber and plastic products,,Undefined,Units,Percentage (%),0.5031053291566272
2000,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,Undefined,Units,Percentage (%),0.4314200502554434
2000,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Glass, refractory, clay, porcelain, ceramic, stone products",Undefined,Units,Percentage (%),0.20562175100762234
